"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|SE3","15.04.2022 02:00 - 15.04.2022 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","592","n/e","6939","721","n/e","0","n/e","n/e","1066"
"BZN|SE3","15.04.2022 03:00 - 15.04.2022 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","590","n/e","6940","677","n/e","0","n/e","n/e","1082"
"BZN|SE3","15.04.2022 04:00 - 15.04.2022 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","591","n/e","6941","673","n/e","0","n/e","n/e","1084"
"BZN|SE3","15.04.2022 05:00 - 15.04.2022 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","596","n/e","6941","719","n/e","0","n/e","n/e","1052"
"BZN|SE3","15.04.2022 06:00 - 15.04.2022 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","700","n/e","6940","787","n/e","4","n/e","n/e","1014"
"BZN|SE3","15.04.2022 07:00 - 15.04.2022 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","733","n/e","6937","842","n/e","25","n/e","n/e","861"
"BZN|SE3","15.04.2022 08:00 - 15.04.2022 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","786","n/e","6941","863","n/e","68","n/e","n/e","733"
"BZN|SE3","15.04.2022 09:00 - 15.04.2022 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","780","n/e","6941","883","n/e","138","n/e","n/e","642"
"BZN|SE3","15.04.2022 10:00 - 15.04.2022 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","793","n/e","6930","902","n/e","202","n/e","n/e","625"
"BZN|SE3","15.04.2022 11:00 - 15.04.2022 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","775","n/e","6930","927","n/e","256","n/e","n/e","610"
"BZN|SE3","15.04.2022 12:00 - 15.04.2022 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","773","n/e","6931","935","n/e","293","n/e","n/e","579"
"BZN|SE3","15.04.2022 13:00 - 15.04.2022 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","698","n/e","6931","937","n/e","300","n/e","n/e","558"
"BZN|SE3","15.04.2022 14:00 - 15.04.2022 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","682","n/e","6931","929","n/e","282","n/e","n/e","528"
"BZN|SE3","15.04.2022 15:00 - 15.04.2022 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","683","n/e","6918","929","n/e","246","n/e","n/e","481"
"BZN|SE3","15.04.2022 16:00 - 15.04.2022 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","695","n/e","6897","911","n/e","189","n/e","n/e","432"
"BZN|SE3","15.04.2022 17:00 - 15.04.2022 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","795","n/e","6886","914","n/e","116","n/e","n/e","365"
"BZN|SE3","15.04.2022 18:00 - 15.04.2022 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","807","n/e","6913","896","n/e","52","n/e","n/e","308"
"BZN|SE3","15.04.2022 19:00 - 15.04.2022 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","860","n/e","6928","877","n/e","9","n/e","n/e","269"
"BZN|SE3","15.04.2022 20:00 - 15.04.2022 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","827","n/e","6923","865","n/e","1","n/e","n/e","259"
"BZN|SE3","15.04.2022 21:00 - 15.04.2022 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","813","n/e","6921","859","n/e","0","n/e","n/e","249"
"BZN|SE3","15.04.2022 22:00 - 15.04.2022 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","747","n/e","6920","833","n/e","0","n/e","n/e","236"
"BZN|SE3","15.04.2022 23:00 - 16.04.2022 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","750","n/e","6870","764","n/e","0","n/e","n/e","257"
"BZN|SE3","16.04.2022 00:00 - 16.04.2022 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","719","n/e","6920","740","n/e","0","n/e","n/e","283"
"BZN|SE3","16.04.2022 01:00 - 16.04.2022 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","691","n/e","6921","690","n/e","0","n/e","n/e","333"
"BZN|SE3","16.04.2022 02:00 - 16.04.2022 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","690","n/e","6922","682","n/e","0","n/e","n/e","381"
"BZN|SE3","16.04.2022 03:00 - 16.04.2022 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","688","n/e","6923","704","n/e","0","n/e","n/e","444"
"BZN|SE3","16.04.2022 04:00 - 16.04.2022 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","690","n/e","6923","696","n/e","0","n/e","n/e","494"
"BZN|SE3","16.04.2022 05:00 - 16.04.2022 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","689","n/e","6924","682","n/e","0","n/e","n/e","496"
"BZN|SE3","16.04.2022 06:00 - 16.04.2022 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","684","n/e","6924","679","n/e","5","n/e","n/e","465"
"BZN|SE3","16.04.2022 07:00 - 16.04.2022 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","702","n/e","6923","686","n/e","27","n/e","n/e","434"
"BZN|SE3","16.04.2022 08:00 - 16.04.2022 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","776","n/e","6924","695","n/e","77","n/e","n/e","357"
"BZN|SE3","16.04.2022 09:00 - 16.04.2022 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","773","n/e","6924","726","n/e","149","n/e","n/e","269"
"BZN|SE3","16.04.2022 10:00 - 16.04.2022 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","772","n/e","6926","767","n/e","215","n/e","n/e","225"
"BZN|SE3","16.04.2022 11:00 - 16.04.2022 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","719","n/e","6925","792","n/e","262","n/e","n/e","258"
"BZN|SE3","16.04.2022 12:00 - 16.04.2022 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","713","n/e","6922","784","n/e","286","n/e","n/e","274"
"BZN|SE3","16.04.2022 13:00 - 16.04.2022 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","680","n/e","6920","775","n/e","286","n/e","n/e","307"
"BZN|SE3","16.04.2022 14:00 - 16.04.2022 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","668","n/e","6917","770","n/e","257","n/e","n/e","354"
"BZN|SE3","16.04.2022 15:00 - 16.04.2022 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","663","n/e","6909","756","n/e","211","n/e","n/e","385"
"BZN|SE3","16.04.2022 16:00 - 16.04.2022 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","662","n/e","6905","745","n/e","153","n/e","n/e","406"
"BZN|SE3","16.04.2022 17:00 - 16.04.2022 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","657","n/e","6903","729","n/e","91","n/e","n/e","397"
"BZN|SE3","16.04.2022 18:00 - 16.04.2022 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","667","n/e","6905","715","n/e","37","n/e","n/e","409"
"BZN|SE3","16.04.2022 19:00 - 16.04.2022 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","665","n/e","6907","703","n/e","8","n/e","n/e","468"
"BZN|SE3","16.04.2022 20:00 - 16.04.2022 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","657","n/e","6909","725","n/e","1","n/e","n/e","568"
"BZN|SE3","16.04.2022 21:00 - 16.04.2022 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","655","n/e","6912","710","n/e","0","n/e","n/e","611"
"BZN|SE3","16.04.2022 22:00 - 16.04.2022 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","638","n/e","6913","674","n/e","0","n/e","n/e","636"
"BZN|SE3","16.04.2022 23:00 - 17.04.2022 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","635","n/e","6868","655","n/e","0","n/e","n/e","613"
"BZN|SE3","17.04.2022 00:00 - 17.04.2022 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","626","n/e","6913","658","n/e","0","n/e","n/e","561"
"BZN|SE3","17.04.2022 01:00 - 17.04.2022 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","618","n/e","6915","681","n/e","0","n/e","n/e","531"
"BZN|SE3","17.04.2022 02:00 - 17.04.2022 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","616","n/e","6917","679","n/e","0","n/e","n/e","487"
"BZN|SE3","17.04.2022 03:00 - 17.04.2022 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","637","n/e","6917","679","n/e","0","n/e","n/e","439"
"BZN|SE3","17.04.2022 04:00 - 17.04.2022 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","639","n/e","6916","681","n/e","0","n/e","n/e","438"
"BZN|SE3","17.04.2022 05:00 - 17.04.2022 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","637","n/e","6917","684","n/e","0","n/e","n/e","383"
"BZN|SE3","17.04.2022 06:00 - 17.04.2022 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","676","n/e","6918","715","n/e","6","n/e","n/e","338"
"BZN|SE3","17.04.2022 07:00 - 17.04.2022 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","703","n/e","6915","738","n/e","34","n/e","n/e","257"
"BZN|SE3","17.04.2022 08:00 - 17.04.2022 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","769","n/e","6920","721","n/e","84","n/e","n/e","187"
"BZN|SE3","17.04.2022 09:00 - 17.04.2022 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","756","n/e","6919","731","n/e","157","n/e","n/e","132"
"BZN|SE3","17.04.2022 10:00 - 17.04.2022 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","751","n/e","6906","732","n/e","222","n/e","n/e","100"
"BZN|SE3","17.04.2022 11:00 - 17.04.2022 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","685","n/e","6907","735","n/e","278","n/e","n/e","91"
"BZN|SE3","17.04.2022 12:00 - 17.04.2022 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","679","n/e","6906","729","n/e","305","n/e","n/e","77"
"BZN|SE3","17.04.2022 13:00 - 17.04.2022 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","677","n/e","6904","703","n/e","312","n/e","n/e","81"
"BZN|SE3","17.04.2022 14:00 - 17.04.2022 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","674","n/e","6903","693","n/e","287","n/e","n/e","87"
"BZN|SE3","17.04.2022 15:00 - 17.04.2022 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","676","n/e","6904","683","n/e","245","n/e","n/e","94"
"BZN|SE3","17.04.2022 16:00 - 17.04.2022 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","677","n/e","6904","684","n/e","182","n/e","n/e","94"
"BZN|SE3","17.04.2022 17:00 - 17.04.2022 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","718","n/e","6902","703","n/e","110","n/e","n/e","98"
"BZN|SE3","17.04.2022 18:00 - 17.04.2022 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","797","n/e","6896","711","n/e","45","n/e","n/e","107"
"BZN|SE3","17.04.2022 19:00 - 17.04.2022 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","804","n/e","6896","686","n/e","9","n/e","n/e","145"
"BZN|SE3","17.04.2022 20:00 - 17.04.2022 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","794","n/e","6896","682","n/e","1","n/e","n/e","189"
"BZN|SE3","17.04.2022 21:00 - 17.04.2022 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","792","n/e","6897","659","n/e","0","n/e","n/e","212"
"BZN|SE3","17.04.2022 22:00 - 17.04.2022 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","784","n/e","6845","673","n/e","0","n/e","n/e","227"
"BZN|SE3","17.04.2022 23:00 - 18.04.2022 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","727","n/e","6845","664","n/e","0","n/e","n/e","228"
"BZN|SE3","18.04.2022 00:00 - 18.04.2022 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","673","n/e","6901","656","n/e","0","n/e","n/e","209"
"BZN|SE3","18.04.2022 01:00 - 18.04.2022 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","639","n/e","6900","656","n/e","0","n/e","n/e","208"
"BZN|SE3","18.04.2022 02:00 - 18.04.2022 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","637","n/e","6900","661","n/e","0","n/e","n/e","200"
"BZN|SE3","18.04.2022 03:00 - 18.04.2022 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","661","n/e","6901","670","n/e","0","n/e","n/e","186"
"BZN|SE3","18.04.2022 04:00 - 18.04.2022 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","669","n/e","6903","670","n/e","0","n/e","n/e","187"
"BZN|SE3","18.04.2022 05:00 - 18.04.2022 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","669","n/e","6903","686","n/e","0","n/e","n/e","179"
"BZN|SE3","18.04.2022 06:00 - 18.04.2022 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","700","n/e","6902","680","n/e","7","n/e","n/e","163"
"BZN|SE3","18.04.2022 07:00 - 18.04.2022 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","717","n/e","6904","700","n/e","40","n/e","n/e","124"
"BZN|SE3","18.04.2022 08:00 - 18.04.2022 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","730","n/e","6769","715","n/e","91","n/e","n/e","81"
"BZN|SE3","18.04.2022 09:00 - 18.04.2022 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","810","n/e","6546","703","n/e","158","n/e","n/e","49"
"BZN|SE3","18.04.2022 10:00 - 18.04.2022 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","825","n/e","6258","706","n/e","228","n/e","n/e","35"
"BZN|SE3","18.04.2022 11:00 - 18.04.2022 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","829","n/e","6257","715","n/e","280","n/e","n/e","36"
"BZN|SE3","18.04.2022 12:00 - 18.04.2022 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","816","n/e","6216","662","n/e","298","n/e","n/e","38"
"BZN|SE3","18.04.2022 13:00 - 18.04.2022 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","724","n/e","5972","665","n/e","296","n/e","n/e","50"
"BZN|SE3","18.04.2022 14:00 - 18.04.2022 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","705","n/e","5931","667","n/e","275","n/e","n/e","59"
"BZN|SE3","18.04.2022 15:00 - 18.04.2022 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","708","n/e","5780","639","n/e","231","n/e","n/e","66"
"BZN|SE3","18.04.2022 16:00 - 18.04.2022 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","798","n/e","5628","632","n/e","166","n/e","n/e","70"
"BZN|SE3","18.04.2022 17:00 - 18.04.2022 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","827","n/e","5528","626","n/e","100","n/e","n/e","70"
"BZN|SE3","18.04.2022 18:00 - 18.04.2022 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","865","n/e","5526","642","n/e","39","n/e","n/e","78"
"BZN|SE3","18.04.2022 19:00 - 18.04.2022 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","844","n/e","5526","641","n/e","9","n/e","n/e","118"
"BZN|SE3","18.04.2022 20:00 - 18.04.2022 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","807","n/e","5527","643","n/e","1","n/e","n/e","160"
"BZN|SE3","18.04.2022 21:00 - 18.04.2022 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","811","n/e","5529","657","n/e","0","n/e","n/e","172"
"BZN|SE3","18.04.2022 22:00 - 18.04.2022 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","726","n/e","5465","654","n/e","0","n/e","n/e","174"
"BZN|SE3","18.04.2022 23:00 - 19.04.2022 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","691","n/e","5478","654","n/e","0","n/e","n/e","161"
"BZN|SE3","19.04.2022 00:00 - 19.04.2022 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","698","n/e","5527","666","n/e","0","n/e","n/e","153"
"BZN|SE3","19.04.2022 01:00 - 19.04.2022 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","671","n/e","5528","649","n/e","0","n/e","n/e","167"
"BZN|SE3","19.04.2022 02:00 - 19.04.2022 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","668","n/e","5529","654","n/e","0","n/e","n/e","160"
"BZN|SE3","19.04.2022 03:00 - 19.04.2022 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","669","n/e","5530","659","n/e","0","n/e","n/e","139"
"BZN|SE3","19.04.2022 04:00 - 19.04.2022 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","703","n/e","5529","697","n/e","0","n/e","n/e","138"
"BZN|SE3","19.04.2022 05:00 - 19.04.2022 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","784","n/e","5530","751","n/e","0","n/e","n/e","141"
"BZN|SE3","19.04.2022 06:00 - 19.04.2022 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1003","n/e","5530","812","n/e","11","n/e","n/e","163"
"BZN|SE3","19.04.2022 07:00 - 19.04.2022 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","n/e","5533","854","n/e","51","n/e","n/e","157"
"BZN|SE3","19.04.2022 08:00 - 19.04.2022 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1104","n/e","5533","864","n/e","112","n/e","n/e","139"
"BZN|SE3","19.04.2022 09:00 - 19.04.2022 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","n/e","5532","867","n/e","191","n/e","n/e","103"
"BZN|SE3","19.04.2022 10:00 - 19.04.2022 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1129","n/e","5531","865","n/e","260","n/e","n/e","87"
"BZN|SE3","19.04.2022 11:00 - 19.04.2022 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1063","n/e","5529","874","n/e","310","n/e","n/e","90"
"BZN|SE3","19.04.2022 12:00 - 19.04.2022 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","994","n/e","5527","876","n/e","333","n/e","n/e","107"
"BZN|SE3","19.04.2022 13:00 - 19.04.2022 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","968","n/e","5528","855","n/e","332","n/e","n/e","126"
"BZN|SE3","19.04.2022 14:00 - 19.04.2022 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","939","n/e","5526","834","n/e","306","n/e","n/e","137"
"BZN|SE3","19.04.2022 15:00 - 19.04.2022 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","916","n/e","5527","818","n/e","260","n/e","n/e","153"
"BZN|SE3","19.04.2022 16:00 - 19.04.2022 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","912","n/e","5524","818","n/e","193","n/e","n/e","180"
"BZN|SE3","19.04.2022 17:00 - 19.04.2022 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","915","n/e","5513","802","n/e","121","n/e","n/e","212"
"BZN|SE3","19.04.2022 18:00 - 19.04.2022 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","960","n/e","5519","799","n/e","56","n/e","n/e","281"
"BZN|SE3","19.04.2022 19:00 - 19.04.2022 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1002","n/e","5521","791","n/e","11","n/e","n/e","402"
"BZN|SE3","19.04.2022 20:00 - 19.04.2022 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","960","n/e","5522","774","n/e","1","n/e","n/e","526"
"BZN|SE3","19.04.2022 21:00 - 19.04.2022 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","886","n/e","5525","748","n/e","0","n/e","n/e","562"
